"FLAG_RESIL";"CLASS_AGE";"CLASS_OFFRE";"CLASS_DEP";"CLASS_VAR";"CLASS_TU";"CLASS_HORS_FFT";"CLASS_QT_M1";"CLASS_QT_M2";"CLASS_QT_M3";"CLASS_TYP_VAR";"CHOIX_OFFRE"
"1071";"RESIL_OUI";"[26:40]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1073";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1076";"RESIL_NON";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1077";"RESIL_NON";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1079";"RESIL_NON";"[41:60]";"O7";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1081";"RESIL_NON";"[41:60]";"O5O6";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1082";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1083";"RESIL_NON";"[26:40]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1085";"RESIL_OUI";"[41:60]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1087";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1090";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"1092";"RESIL_OUI";"[41:60]";"O1O2";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1093";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1096";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1098";"RESIL_NON";"[61:110]";"O3O4";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1099";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1100";"RESIL_OUI";"[0:25]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1102";"RESIL_OUI";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1104";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1106";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1107";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1114";"RESIL_NON";"[0:25]";"O5O6";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1115";"RESIL_NON";"[0:25]";"O5O6";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1118";"RESIL_NON";"[61:110]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1119";"RESIL_NON";"[41:60]";"O3O4";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1120";"RESIL_NON";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1121";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1123";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1124";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1127";"RESIL_NON";"[41:60]";"O3O4";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1133";"RESIL_NON";"[0:25]";"O1O2";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1135";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1136";"RESIL_NON";"[26:40]";"O1O2";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1139";"RESIL_OUI";"[26:40]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1140";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1141";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1143";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1144";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXNON"
"1145";"RESIL_NON";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1147";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"PAS_VARIATION";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1148";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1153";"RESIL_NON";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1155";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1161";"RESIL_NON";"[61:110]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1165";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1166";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1168";"RESIL_NON";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1169";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1170";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1171";"RESIL_NON";"[0:25]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1173";"RESIL_OUI";"[61:110]";"O5O6";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1175";"RESIL_NON";"[0:25]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1178";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1180";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1182";"RESIL_OUI";"[26:40]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1186";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1187";"RESIL_OUI";"[26:40]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1188";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1189";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1191";"RESIL_OUI";"[61:110]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1192";"RESIL_NON";"[0:25]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1194";"RESIL_NON";"[26:40]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1196";"RESIL_OUI";"[0:25]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1197";"RESIL_OUI";"[61:110]";"O7";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"1200";"RESIL_OUI";"[0:25]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1204";"RESIL_OUI";"[0:25]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXNON"
"1208";"RESIL_NON";"[61:110]";"O7";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1215";"RESIL_OUI";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1217";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1218";"RESIL_OUI";"[41:60]";"O5O6";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1219";"RESIL_OUI";"[61:110]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1220";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1221";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1223";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1225";"RESIL_NON";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1226";"RESIL_NON";"[41:60]";"O3O4";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1227";"RESIL_OUI";"[61:110]";"O5O6";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"1229";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1230";"RESIL_NON";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1231";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1232";"RESIL_NON";"[0:25]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1237";"RESIL_OUI";"[41:60]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1238";"RESIL_NON";"[0:25]";"O5O6";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1240";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1242";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1243";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1244";"RESIL_OUI";"[0:25]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1246";"RESIL_NON";"[0:25]";"O5O6";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1247";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1248";"RESIL_NON";"[41:60]";"O3O4";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1249";"RESIL_NON";"[61:110]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1250";"RESIL_OUI";"[0:25]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1255";"RESIL_NON";"[61:110]";"O5O6";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1257";"RESIL_NON";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1260";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1261";"RESIL_NON";"[41:60]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1263";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1266";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1268";"RESIL_OUI";"[0:25]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1269";"RESIL_NON";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1274";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"1276";"RESIL_NON";"[26:40]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1277";"RESIL_NON";"[26:40]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1281";"RESIL_OUI";"[41:60]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1284";"RESIL_OUI";"[41:60]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1285";"RESIL_NON";"[26:40]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1290";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"1293";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1296";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1298";"RESIL_NON";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXOUI"
"1300";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1301";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1302";"RESIL_NON";"[26:40]";"O5O6";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"1303";"RESIL_NON";"[41:60]";"O1O2";"DEP";"PAS_VARIATION";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"1306";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1308";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1310";"RESIL_OUI";"[41:60]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1314";"RESIL_NON";"[41:60]";"O5O6";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"1316";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
